242,22,1704,0.0619455364724484,
242,1704,22,14.3460380931986009,
483,28,1704,2541.6552329214759993,
483,1704,28,0.0003684217421346,
2450,160,9,0.0013599978241141,
2450,9,160,728.0787237377869587,
2735,9,1045,9820.3452298500997131,
2735,1045,9,0.0000983178886362,
1876,1216,9,0.0369913040666757,
1876,9,1216,26.7352130293749077,
3058,1966,2672,451.7235008170401898,
3058,2672,1966,0.0021934241816902,
3062,1042,1966,73.3112553513625329,
3062,1966,1042,0.0134687484009453,
385,9,3775,36778.9353564941848163,
385,3775,9,0.0000224392295729,
822,776,9,0.0001095366610409,
822,9,776,9039.8808405624749867,
279,2566,9,0.1144960826995694,
279,9,2566,8.6807504069331642,
3958,606,22,0.9803085405537001,
3958,606,12,0.9803085404000000,
3958,606,15,0.9803085404000000,
3958,22,606,0.9983650507442076,
3958,22,12,0.9996576278482718,
3958,22,15,0.9992932594777909,
3958,22,606,0.9983650507442076,
3958,12,606,0.9984060000000000,
3958,12,22,0.9997423705792954,
3958,12,15,0.9993356144000000,
3958,12,606,0.9984060000000000,
3958,15,606,0.9987708537315940,
3958,15,22,1.0001068976101066,
3958,15,12,1.0000645098766754,
3958,15,606,0.9987708537315940,
3958,606,22,0.9803085405537001,
3958,606,12,0.9803085404000000,
3958,606,15,0.9803085404000000,
2440,272,15,0.2108134492559550,
2440,15,272,4.6724519183583322,
2498,1116,9,0.0000045986607112,
2498,9,1116,207353.2935121216287371,
2646,106,9,0.0001522705425010,
2646,9,106,6511.3211112529006641,
2059,92,9,0.5990221370252655,
2059,9,92,1.6588524346093292,
3143,12,1966,0.4384266373551592,
3143,1966,12,2.2337882969429015,
1019,2150,9,0.0136370019451176,
1019,9,2150,71.7613548491335109,
2428,297,9,0.0000286288576621,
2428,9,297,34128.2981653684983030,
516,2462,9,0.0007359612070953,
516,9,2462,1327.2880767951533016,
2992,1966,12205,0.9222560879425625,
2992,12205,1966,1.0182864963908700,
504,1524,9,0.0412646588167357,
504,9,1524,23.0098295517183509,
2668,326,9,0.0001443621053352,
2668,9,326,6846.2155298681045679,
2684,400,15,73.7475629008620359,
2684,15,400,0.0133441578193483,
490,336,9,0.0004591249497952,
490,9,336,2150.5722070451256513,
2795,19,12,0.9527961864838372,
2795,12,19,0.9586072610706866,
2998,1966,12226,0.5062875634995846,
2998,12226,1966,1.6146849035520063,
596,968,9,0.0002759299865016,
596,9,968,3499.3654824011587152,
1809,9,317,26.1950104772552947,
1809,317,9,0.0371354063564848,
2078,12,15,0.9997819968000000,
2078,15,12,0.9992166563821094,
2717,9,573,32740.6010775093855045,
2717,573,9,0.0000294296727922,
1939,9,527,7994.3584756129494053,
1939,527,9,0.0001199963923703,
3211,7392,22,0.0108755210044483,
3211,22,7392,91.3203049791639216,
3012,1966,1236,126.7996185403458611,
3012,1236,1966,0.0067038488290964,
1369,11242,9,0.0227653631137282,
1369,9,11242,37.2230981824423353,
261,12238,9,0.0015744739824688,
261,9,12238,630.7616966809234782,
221,12048,9,0.0003219762305207,
221,9,12048,2988.0527093861351204,
25,4852,15,0.9996324174318227,
25,15,4852,1.0001666543452821,
2932,12,29476,0.9934369448777197,
2932,29476,12,1.0066064120000000,
1053,28,345,4458.3093939352247617,
1053,345,28,0.0002220228140144,
2688,460,9,0.0258489400693005,
2688,9,460,37.9799039830635863,
3072,1966,450,0.0678481213212668,
3072,450,1966,14.4397288517052438,
2323,665,9,0.0001296189024309,
2323,9,665,7465.2968519283031128,
2841,326,15,0.4066888798038090,
2841,15,326,1.9601595328543029,
3184,1966,28,0.0000563140656156,
3184,28,1966,17685.3907931367393758,
84,198,9,0.0006925357294416,
84,9,198,1405.0228155774134393,
947,1064,9,0.0014226456764473,
947,9,1064,666.7862571023922555,
2708,626,12,4.1465304006028392,
2708,12,626,0.2356298650361595,
692,30,9,0.0009092864211761,
692,9,30,1092.0450853956560877,
1872,160,9,0.0013555644575040,
1872,9,160,731.8907981520378598,
2643,9,89,17842.5000076899996202,
2643,89,9,0.0000556196604313,
2659,192,9,0.0003379110952402,
2659,9,192,2929.6659711252636953,
2699,556,9,0.0000298317030510,
2699,9,556,32777.5074934164294973,
848,12,9,0.0003278434860145,
848,9,12,3031.6352739612075311,
2089,28,1285,0.9905144679155042,
2089,1285,28,0.9873236915701159,
1953,336,9,0.0004598033276729,
1953,9,336,2161.5038264717927632,
2736,1220,9,0.0002366748490763,
2736,9,1220,4086.7863652824312339,
2798,326,12,0.4316956676121032,
2798,12,326,2.1348630636749180,
52,516,9,0.0000308400865185,
52,9,516,31844.6107426801863767,
1305,9,12530,25025.8236158701583918,
1305,12530,9,0.0000388200824688,
753,76,9,0.0045458650161588,
753,9,76,216.0215362430638777,
755,1524,9,0.0423494850936276,
755,9,1524,23.0878090155748943,
2550,1764,312,50451129.6508933305740356,
2550,312,1764,0.0000000196641144,
2709,564,9,0.0000438202289020,
2709,9,564,22088.4287091060214152,
